seed,task_id,task_type,start,task_spec
2303,14,condition_then,"[1, 10]","{""goals"": [{""kind"": ""var_eq"", ""value"": 9, ""var"": 1}, {""kind"": ""exact"", ""state"": [7, 2]}], ""op"": ""SEQ""}"
2303,15,sequence,"[10, 6]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 3]}, {""kind"": ""exact"", ""state"": [8, 5]}, {""kind"": ""exact"", ""state"": [3, 7]}], ""op"": ""SEQ""}"
2303,16,all_of,"[10, 6]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 3]}, {""kind"": ""exact"", ""state"": [4, 1]}, {""kind"": ""exact"", ""state"": [8, 5]}], ""op"": ""ALL""}"
2303,17,condition_then,"[10, 6]","{""goals"": [{""kind"": ""var_eq"", ""value"": 3, ""var"": 1}, {""kind"": ""exact"", ""state"": [6, 10]}], ""op"": ""SEQ""}"
2303,18,sequence,"[5, 6]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 4]}, {""kind"": ""exact"", ""state"": [2, 2]}, {""kind"": ""exact"", ""state"": [7, 4]}], ""op"": ""SEQ""}"
2303,19,all_of,"[5, 6]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 4]}, {""kind"": ""exact"", ""state"": [2, 2]}, {""kind"": ""exact"", ""state"": [3, 6]}], ""op"": ""ALL""}"
2303,20,condition_then,"[5, 6]","{""goals"": [{""kind"": ""var_eq"", ""value"": 4, ""var"": 1}, {""kind"": ""exact"", ""state"": [6, 6]}], ""op"": ""SEQ""}"
2303,21,sequence,"[3, 7]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 1]}, {""kind"": ""exact"", ""state"": [7, 4]}, {""kind"": ""exact"", ""state"": [10, 10]}], ""op"": ""SEQ""}"
2303,22,all_of,"[3, 7]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 4]}, {""kind"": ""exact"", ""state"": [9, 10]}, {""kind"": ""exact"", ""state"": [6, 1]}], ""op"": ""ALL""}"
2303,23,condition_then,"[3, 7]","{""goals"": [{""kind"": ""var_eq"", ""value"": 6, ""var"": 0}, {""kind"": ""exact"", ""state"": [7, 4]}], ""op"": ""SEQ""}"
2303,24,sequence,"[6, 9]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 6]}, {""kind"": ""exact"", ""state"": [5, 3]}, {""kind"": ""exact"", ""state"": [7, 1]}], ""op"": ""SEQ""}"
2303,25,all_of,"[6, 9]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 6]}, {""kind"": ""exact"", ""state"": [10, 3]}, {""kind"": ""exact"", ""state"": [5, 3]}], ""op"": ""ALL""}"
2303,26,condition_then,"[6, 9]","{""goals"": [{""kind"": ""var_eq"", ""value"": 6, ""var"": 1}, {""kind"": ""exact"", ""state"": [9, 5]}], ""op"": ""SEQ""}"
2303,27,sequence,"[6, 7]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 9]}, {""kind"": ""exact"", ""state"": [7, 3]}, {""kind"": ""exact"", ""state"": [2, 7]}], ""op"": ""SEQ""}"
2303,28,all_of,"[6, 7]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 9]}, {""kind"": ""exact"", ""state"": [4, 3]}, {""kind"": ""exact"", ""state"": [7, 3]}], ""op"": ""ALL""}"
2303,29,condition_then,"[6, 7]","{""goals"": [{""kind"": ""var_eq"", ""value"": 9, ""var"": 1}, {""kind"": ""exact"", ""state"": [10, 10]}], ""op"": ""SEQ""}"
2303,30,sequence,"[9, 3]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 1]}, {""kind"": ""exact"", ""state"": [8, 5]}, {""kind"": ""exact"", ""state"": [3, 2]}], ""op"": ""SEQ""}"
2303,31,all_of,"[9, 3]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 1]}, {""kind"": ""exact"", ""state"": [4, 1]}, {""kind"": ""exact"", ""state"": [8, 5]}], ""op"": ""ALL""}"
2303,32,condition_then,"[9, 3]","{""goals"": [{""kind"": ""var_eq"", ""value"": 1, ""var"": 1}, {""kind"": ""exact"", ""state"": [7, 5]}], ""op"": ""SEQ""}"
2303,33,sequence,"[5, 3]","{""goals"": [{""kind"": ""exact"", ""state"": [10, 2]}, {""kind"": ""exact"", ""state"": [8, 6]}, {""kind"": ""exact"", ""state"": [5, 10]}], ""op"": ""SEQ""}"
2303,34,all_of,"[5, 3]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 6]}, {""kind"": ""exact"", ""state"": [3, 2]}, {""kind"": ""exact"", ""state"": [10, 2]}], ""op"": ""ALL""}"
2303,35,condition_then,"[5, 3]","{""goals"": [{""kind"": ""var_eq"", ""value"": 2, ""var"": 1}, {""kind"": ""exact"", ""state"": [5, 7]}], ""op"": ""SEQ""}"
2303,36,branch,"[7, 6]","{""A"": {""kind"": ""exact"", ""state"": [10, 4]}, ""B"": {""kind"": ""exact"", ""state"": [8, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [3, 6]}, ""CB"": {""kind"": ""exact"", ""state"": [9, 6]}, ""generation_distance_A"": 14, ""generation_distance_B"": 10, ""op"": ""BRANCH""}"
2303,37,branch,"[6, 9]","{""A"": {""kind"": ""exact"", ""state"": [8, 6]}, ""B"": {""kind"": ""exact"", ""state"": [3, 10]}, ""CA"": {""kind"": ""exact"", ""state"": [2, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [4, 7]}, ""generation_distance_A"": 15, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2303,38,branch,"[10, 6]","{""A"": {""kind"": ""exact"", ""state"": [7, 7]}, ""B"": {""kind"": ""exact"", ""state"": [5, 6]}, ""CA"": {""kind"": ""exact"", ""state"": [1, 4]}, ""CB"": {""kind"": ""exact"", ""state"": [7, 6]}, ""generation_distance_A"": 13, ""generation_distance_B"": 7, ""op"": ""BRANCH""}"
2303,39,branch,"[9, 2]","{""A"": {""kind"": ""exact"", ""state"": [8, 6]}, ""B"": {""kind"": ""exact"", ""state"": [7, 6]}, ""CA"": {""kind"": ""exact"", ""state"": [2, 10]}, ""CB"": {""kind"": ""exact"", ""state"": [4, 5]}, ""generation_distance_A"": 15, ""generation_distance_B"": 10, ""op"": ""BRANCH""}"
2303,40,branch,"[8, 2]","{""A"": {""kind"": ""exact"", ""state"": [7, 6]}, ""B"": {""kind"": ""exact"", ""state"": [8, 8]}, ""CA"": {""kind"": ""exact"", ""state"": [1, 10]}, ""CB"": {""kind"": ""exact"", ""state"": [6, 8]}, ""generation_distance_A"": 15, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2303,41,branch,"[4, 10]","{""A"": {""kind"": ""exact"", ""state"": [1, 10]}, ""B"": {""kind"": ""exact"", ""state"": [4, 3]}, ""CA"": {""kind"": ""exact"", ""state"": [8, 3]}, ""CB"": {""kind"": ""exact"", ""state"": [4, 7]}, ""generation_distance_A"": 17, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2303,42,branch,"[4, 8]","{""A"": {""kind"": ""exact"", ""state"": [9, 8]}, ""B"": {""kind"": ""exact"", ""state"": [4, 3]}, ""CA"": {""kind"": ""exact"", ""state"": [1, 5]}, ""CB"": {""kind"": ""exact"", ""state"": [4, 6]}, ""generation_distance_A"": 16, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2303,43,branch,"[6, 5]","{""A"": {""kind"": ""exact"", ""state"": [4, 5]}, ""B"": {""kind"": ""exact"", ""state"": [6, 9]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 7]}, ""CB"": {""kind"": ""exact"", ""state"": [5, 7]}, ""generation_distance_A"": 12, ""generation_distance_B"": 7, ""op"": ""BRANCH""}"
2303,44,branch,"[7, 2]","{""A"": {""kind"": ""exact"", ""state"": [3, 1]}, ""B"": {""kind"": ""exact"", ""state"": [4, 4]}, ""CA"": {""kind"": ""exact"", ""state"": [8, 10]}, ""CB"": {""kind"": ""exact"", ""state"": [2, 6]}, ""generation_distance_A"": 19, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2303,45,branch,"[1, 10]","{""A"": {""kind"": ""exact"", ""state"": [2, 8]}, ""B"": {""kind"": ""exact"", ""state"": [6, 10]}, ""CA"": {""kind"": ""exact"", ""state"": [7, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [8, 9]}, ""generation_distance_A"": 14, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2404,0,sequence,"[3, 1, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 1, 0]}, {""kind"": ""exact"", ""state"": [8, 5, 2]}, {""kind"": ""exact"", ""state"": [5, 3, 2]}], ""op"": ""SEQ""}"
2404,1,all_of,"[3, 1, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 1, 0]}, {""kind"": ""exact"", ""state"": [8, 5, 2]}, {""kind"": ""exact"", ""state"": [5, 8, 2]}], ""op"": ""ALL""}"
2404,2,condition_then,"[3, 1, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 8, ""var"": 0}, {""kind"": ""exact"", ""state"": [4, 4, 0]}], ""op"": ""SEQ""}"
2404,3,sequence,"[5, 9, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 8, 1]}, {""kind"": ""exact"", ""state"": [5, 4, 0]}, {""kind"": ""exact"", ""state"": [3, 7, 1]}], ""op"": ""SEQ""}"
2404,4,all_of,"[5, 9, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 8, 1]}, {""kind"": ""exact"", ""state"": [5, 4, 0]}, {""kind"": ""exact"", ""state"": [4, 5, 2]}], ""op"": ""ALL""}"
2404,5,condition_then,"[5, 9, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 7, ""var"": 0}, {""kind"": ""exact"", ""state"": [5, 8, 2]}], ""op"": ""SEQ""}"
2404,6,sequence,"[4, 7, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [2, 10, 1]}, {""kind"": ""exact"", ""state"": [4, 9, 1]}, {""kind"": ""exact"", ""state"": [8, 5, 2]}], ""op"": ""SEQ""}"
2404,7,all_of,"[4, 7, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [2, 10, 1]}, {""kind"": ""exact"", ""state"": [4, 9, 1]}, {""kind"": ""exact"", ""state"": [10, 10, 2]}], ""op"": ""ALL""}"
2404,8,condition_then,"[4, 7, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 2, ""var"": 0}, {""kind"": ""exact"", ""state"": [7, 9, 1]}], ""op"": ""SEQ""}"
2404,9,sequence,"[10, 7, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 6, 2]}, {""kind"": ""exact"", ""state"": [2, 3, 2]}, {""kind"": ""exact"", ""state"": [5, 1, 0]}], ""op"": ""SEQ""}"
2404,10,all_of,"[10, 7, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 5, 2]}, {""kind"": ""exact"", ""state"": [2, 3, 2]}, {""kind"": ""exact"", ""state"": [8, 6, 2]}], ""op"": ""ALL""}"
2404,11,condition_then,"[10, 7, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 6, ""var"": 1}, {""kind"": ""exact"", ""state"": [6, 8, 2]}], ""op"": ""SEQ""}"
2404,12,sequence,"[6, 3, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [10, 7, 2]}, {""kind"": ""exact"", ""state"": [6, 7, 2]}, {""kind"": ""exact"", ""state"": [2, 7, 2]}], ""op"": ""SEQ""}"
2404,13,all_of,"[6, 3, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 7, 2]}, {""kind"": ""exact"", ""state"": [10, 7, 2]}, {""kind"": ""exact"", ""state"": [7, 5, 2]}], ""op"": ""ALL""}"
2404,14,condition_then,"[6, 3, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 7, ""var"": 1}, {""kind"": ""exact"", ""state"": [7, 4, 1]}], ""op"": ""SEQ""}"
2404,15,sequence,"[7, 6, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 8, 1]}, {""kind"": ""exact"", ""state"": [10, 6, 2]}, {""kind"": ""exact"", ""state"": [5, 3, 0]}], ""op"": ""SEQ""}"
2404,16,all_of,"[7, 6, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 8, 1]}, {""kind"": ""exact"", ""state"": [6, 4, 1]}, {""kind"": ""exact"", ""state"": [10, 6, 2]}], ""op"": ""ALL""}"
2404,17,condition_then,"[7, 6, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 1, ""var"": 2}, {""kind"": ""exact"", ""state"": [8, 3, 0]}], ""op"": ""SEQ""}"
2404,18,sequence,"[9, 4, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 6, 2]}, {""kind"": ""exact"", ""state"": [7, 1, 0]}, {""kind"": ""exact"", ""state"": [2, 2, 0]}], ""op"": ""SEQ""}"
2404,19,all_of,"[9, 4, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 1, 0]}, {""kind"": ""exact"", ""state"": [8, 6, 2]}, {""kind"": ""exact"", ""state"": [6, 2, 1]}], ""op"": ""ALL""}"
2404,20,condition_then,"[9, 4, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 6, ""var"": 1}, {""kind"": ""exact"", ""state"": [10, 7, 2]}], ""op"": ""SEQ""}"
2404,21,sequence,"[1, 6, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 9, 2]}, {""kind"": ""exact"", ""state"": [8, 3, 1]}, {""kind"": ""exact"", ""state"": [4, 2, 1]}], ""op"": ""SEQ""}"
2404,22,all_of,"[1, 6, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 3, 1]}, {""kind"": ""exact"", ""state"": [6, 9, 2]}, {""kind"": ""exact"", ""state"": [2, 5, 2]}], ""op"": ""ALL""}"
2404,23,condition_then,"[1, 6, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 9, ""var"": 1}, {""kind"": ""exact"", ""state"": [1, 8, 1]}], ""op"": ""SEQ""}"
2404,24,sequence,"[3, 6, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 3, 2]}, {""kind"": ""exact"", ""state"": [6, 10, 0]}, {""kind"": ""exact"", ""state"": [3, 7, 2]}], ""op"": ""SEQ""}"
2404,25,all_of,"[3, 6, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 3, 2]}, {""kind"": ""exact"", ""state"": [6, 8, 2]}, {""kind"": ""exact"", ""state"": [6, 10, 0]}], ""op"": ""ALL""}"
2404,26,condition_then,"[3, 6, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 3, ""var"": 1}, {""kind"": ""exact"", ""state"": [1, 7, 2]}], ""op"": ""SEQ""}"
2404,27,sequence,"[9, 9, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 8, 0]}, {""kind"": ""exact"", ""state"": [9, 8, 2]}, {""kind"": ""exact"", ""state"": [6, 6, 1]}], ""op"": ""SEQ""}"
2404,28,all_of,"[9, 9, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 8, 0]}, {""kind"": ""exact"", ""state"": [8, 6, 1]}, {""kind"": ""exact"", ""state"": [9, 8, 2]}], ""op"": ""ALL""}"
2404,29,condition_then,"[9, 9, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 0, ""var"": 2}, {""kind"": ""exact"", ""state"": [7, 9, 1]}], ""op"": ""SEQ""}"
2404,30,sequence,"[2, 2, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [2, 10, 0]}, {""kind"": ""exact"", ""state"": [3, 4, 1]}, {""kind"": ""exact"", ""state"": [2, 6, 2]}], ""op"": ""SEQ""}"
2404,31,all_of,"[2, 2, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [2, 10, 0]}, {""kind"": ""exact"", ""state"": [3, 4, 1]}, {""kind"": ""exact"", ""state"": [10, 7, 2]}], ""op"": ""ALL""}"
2404,32,condition_then,"[2, 2, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 0, ""var"": 2}, {""kind"": ""exact"", ""state"": [8, 10, 1]}], ""op"": ""SEQ""}"
2404,33,sequence,"[6, 7, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 3, 0]}, {""kind"": ""exact"", ""state"": [8, 2, 0]}, {""kind"": ""exact"", ""state"": [2, 1, 0]}], ""op"": ""SEQ""}"
2404,34,all_of,"[6, 7, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 2, 0]}, {""kind"": ""exact"", ""state"": [6, 10, 0]}, {""kind"": ""exact"", ""state"": [5, 3, 0]}], ""op"": ""ALL""}"
2404,35,condition_then,"[6, 7, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 0, ""var"": 2}, {""kind"": ""exact"", ""state"": [6, 9, 1]}], ""op"": ""SEQ""}"
2404,36,branch,"[5, 6, 0]","{""A"": {""kind"": ""exact"", ""state"": [6, 8, 1]}, ""B"": {""kind"": ""exact"", ""state"": [2, 3, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [9, 1, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [1, 3, 0]}, ""generation_distance_A"": 17, ""generation_distance_B"": 13, ""op"": ""BRANCH""}"
2404,37,branch,"[2, 3, 2]","{""A"": {""kind"": ""exact"", ""state"": [1, 7, 2]}, ""B"": {""kind"": ""exact"", ""state"": [4, 2, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [4, 2, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [5, 1, 2]}, ""generation_distance_A"": 15, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2404,38,branch,"[5, 3, 0]","{""A"": {""kind"": ""exact"", ""state"": [6, 3, 0]}, ""B"": {""kind"": ""exact"", ""state"": [1, 2, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [1, 7, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [3, 3, 2]}, ""generation_distance_A"": 16, ""generation_distance_B"": 10, ""op"": ""BRANCH""}"
2404,39,branch,"[4, 4, 0]","{""A"": {""kind"": ""exact"", ""state"": [2, 6, 0]}, ""B"": {""kind"": ""exact"", ""state"": [5, 7, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [9, 1, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [6, 4, 0]}, ""generation_distance_A"": 20, ""generation_distance_B"": 10, ""op"": ""BRANCH""}"
2404,40,branch,"[10, 2, 2]","{""A"": {""kind"": ""exact"", ""state"": [6, 1, 2]}, ""B"": {""kind"": ""exact"", ""state"": [8, 3, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 7, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [5, 3, 0]}, ""generation_distance_A"": 15, ""generation_distance_B"": 10, ""op"": ""BRANCH""}"
2404,41,branch,"[7, 2, 1]","{""A"": {""kind"": ""exact"", ""state"": [7, 3, 0]}, ""B"": {""kind"": ""exact"", ""state"": [6, 3, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [4, 2, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [6, 4, 1]}, ""generation_distance_A"": 15, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2404,42,branch,"[2, 8, 2]","{""A"": {""kind"": ""exact"", ""state"": [4, 8, 2]}, ""B"": {""kind"": ""exact"", ""state"": [2, 3, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 2, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [1, 1, 2]}, ""generation_distance_A"": 18, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2404,43,branch,"[8, 5, 2]","{""A"": {""kind"": ""exact"", ""state"": [10, 7, 1]}, ""B"": {""kind"": ""exact"", ""state"": [1, 6, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [2, 6, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [1, 8, 2]}, ""generation_distance_A"": 15, ""generation_distance_B"": 10, ""op"": ""BRANCH""}"
2404,44,branch,"[10, 1, 2]","{""A"": {""kind"": ""exact"", ""state"": [8, 4, 2]}, ""B"": {""kind"": ""exact"", ""state"": [10, 5, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 10, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [8, 4, 1]}, ""generation_distance_A"": 15, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2404,45,branch,"[6, 7, 1]","{""A"": {""kind"": ""exact"", ""state"": [6, 5, 2]}, ""B"": {""kind"": ""exact"", ""state"": [5, 7, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 7, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [4, 8, 0]}, ""generation_distance_A"": 12, ""generation_distance_B"": 7, ""op"": ""BRANCH""}"
2505,0,sequence,"[1, 2, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 2, 0]}, {""kind"": ""exact"", ""state"": [5, 3, 1]}, {""kind"": ""exact"", ""state"": [2, 8, 0]}], ""op"": ""SEQ""}"
2505,1,all_of,"[1, 2, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 3, 1]}, {""kind"": ""exact"", ""state"": [3, 2, 0]}, {""kind"": ""exact"", ""state"": [5, 9, 1]}], ""op"": ""ALL""}"
2505,2,condition_then,"[1, 2, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 3, ""var"": 0}, {""kind"": ""exact"", ""state"": [1, 2, 2]}], ""op"": ""SEQ""}"
2505,3,sequence,"[10, 3, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 7, 2]}, {""kind"": ""exact"", ""state"": [8, 4, 2]}, {""kind"": ""exact"", ""state"": [7, 3, 0]}], ""op"": ""SEQ""}"
2505,4,all_of,"[10, 3, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 7, 2]}, {""kind"": ""exact"", ""state"": [8, 4, 2]}, {""kind"": ""exact"", ""state"": [5, 2, 2]}], ""op"": ""ALL""}"
2505,5,condition_then,"[10, 3, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 7, ""var"": 1}, {""kind"": ""exact"", ""state"": [10, 5, 0]}], ""op"": ""SEQ""}"
2505,6,sequence,"[5, 9, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 7, 2]}, {""kind"": ""exact"", ""state"": [8, 6, 0]}, {""kind"": ""exact"", ""state"": [4, 4, 2]}], ""op"": ""SEQ""}"
2505,7,all_of,"[5, 9, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 6, 0]}, {""kind"": ""exact"", ""state"": [6, 7, 2]}, {""kind"": ""exact"", ""state"": [6, 1, 0]}], ""op"": ""ALL""}"
2505,8,condition_then,"[5, 9, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 6, ""var"": 0}, {""kind"": ""exact"", ""state"": [5, 4, 1]}], ""op"": ""SEQ""}"
2505,9,sequence,"[8, 10, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 10, 0]}, {""kind"": ""exact"", ""state"": [3, 9, 0]}, {""kind"": ""exact"", ""state"": [5, 1, 0]}], ""op"": ""SEQ""}"
2505,10,all_of,"[8, 10, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 10, 0]}, {""kind"": ""exact"", ""state"": [3, 9, 0]}, {""kind"": ""exact"", ""state"": [4, 4, 0]}], ""op"": ""ALL""}"
2505,11,condition_then,"[8, 10, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 0, ""var"": 2}, {""kind"": ""exact"", ""state"": [7, 9, 2]}], ""op"": ""SEQ""}"
2505,12,sequence,"[10, 2, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 2, 2]}, {""kind"": ""exact"", ""state"": [8, 7, 2]}, {""kind"": ""exact"", ""state"": [7, 2, 0]}], ""op"": ""SEQ""}"
2505,13,all_of,"[10, 2, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 2, 2]}, {""kind"": ""exact"", ""state"": [8, 7, 2]}, {""kind"": ""exact"", ""state"": [8, 2, 0]}], ""op"": ""ALL""}"
2505,14,condition_then,"[10, 2, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 6, ""var"": 0}, {""kind"": ""exact"", ""state"": [10, 2, 2]}], ""op"": ""SEQ""}"
2505,15,sequence,"[4, 8, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 8, 2]}, {""kind"": ""exact"", ""state"": [9, 7, 0]}, {""kind"": ""exact"", ""state"": [8, 10, 1]}], ""op"": ""SEQ""}"
2505,16,all_of,"[4, 8, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 7, 0]}, {""kind"": ""exact"", ""state"": [4, 8, 2]}, {""kind"": ""exact"", ""state"": [7, 4, 1]}], ""op"": ""ALL""}"
2505,17,condition_then,"[4, 8, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 2, ""var"": 2}, {""kind"": ""exact"", ""state"": [6, 5, 1]}], ""op"": ""SEQ""}"
2505,18,sequence,"[10, 2, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 7, 2]}, {""kind"": ""exact"", ""state"": [1, 6, 1]}, {""kind"": ""exact"", ""state"": [1, 2, 0]}], ""op"": ""SEQ""}"
2505,19,all_of,"[10, 2, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 1, 1]}, {""kind"": ""exact"", ""state"": [1, 6, 1]}, {""kind"": ""exact"", ""state"": [6, 7, 2]}], ""op"": ""ALL""}"
2505,20,condition_then,"[10, 2, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 7, ""var"": 1}, {""kind"": ""exact"", ""state"": [2, 4, 2]}], ""op"": ""SEQ""}"
2505,21,sequence,"[2, 9, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 6, 0]}, {""kind"": ""exact"", ""state"": [10, 9, 1]}, {""kind"": ""exact"", ""state"": [7, 4, 2]}], ""op"": ""SEQ""}"
2505,22,all_of,"[2, 9, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [10, 2, 2]}, {""kind"": ""exact"", ""state"": [10, 9, 1]}, {""kind"": ""exact"", ""state"": [8, 6, 0]}], ""op"": ""ALL""}"
2505,23,condition_then,"[2, 9, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 6, ""var"": 1}, {""kind"": ""exact"", ""state"": [10, 9, 2]}], ""op"": ""SEQ""}"
2505,24,sequence,"[2, 6, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 5, 1]}, {""kind"": ""exact"", ""state"": [10, 6, 1]}, {""kind"": ""exact"", ""state"": [5, 6, 1]}], ""op"": ""SEQ""}"
2505,25,all_of,"[2, 6, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [10, 6, 1]}, {""kind"": ""exact"", ""state"": [7, 5, 1]}, {""kind"": ""exact"", ""state"": [3, 7, 2]}], ""op"": ""ALL""}"
2505,26,condition_then,"[2, 6, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 7, ""var"": 0}, {""kind"": ""exact"", ""state"": [4, 4, 0]}], ""op"": ""SEQ""}"
2505,27,sequence,"[4, 3, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 3, 1]}, {""kind"": ""exact"", ""state"": [1, 3, 1]}, {""kind"": ""exact"", ""state"": [3, 5, 1]}], ""op"": ""SEQ""}"
2505,28,all_of,"[4, 3, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 3, 1]}, {""kind"": ""exact"", ""state"": [9, 5, 0]}, {""kind"": ""exact"", ""state"": [1, 3, 1]}], ""op"": ""ALL""}"
2505,29,condition_then,"[4, 3, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 7, ""var"": 0}, {""kind"": ""exact"", ""state"": [5, 2, 1]}], ""op"": ""SEQ""}"
